ID,Age,Income,Score,Gender,Department,JoinDate,Satisfaction
9828,22,16593,55,Female,HR,12/11/2020,3
9829, ,1035,34,Male,Marketing,29/9/2022,1
9830,44,31319,9,Female,Operations,16/6/2021,4
9831,38,35389,19,Female,HR,5/12/2021,4
9832,,8212,68,Female,Operations,6/9/2024,3
9833,19,57037,80,Male,Marketing,20/8/2024,*
9834,34,30799,56,Female,Operations,1/11/2022,*
9835,64,15093,42,Female,,17/12/2021,3
9836,26,15467,49,Male,Marketing,14/12/2022,5
9837,25,46614,43,Female,Operations,29/7/2024,3
9838,,25360,74,Female,IT,30/6/2020,4
9839,63,36973,5,Female,IT,2/7/2022,5
9840,28,22084,80,Male,HR,21/8/2021,4
9841,,32495,93,Female,Operations,27/4/2024,5
9842,59,31079, ,Male,Marketing,14/11/2020,4
9843,34,28572,19,Female,HR,14/7/2020,4
9844,22,40634,58,Female,Finance,17/8/2023,-
9845,58,23960,78,Female,Operations,17/2/2020,3
9846,55,22906,94,NA,Operations,20/9/2024,3
9847,32,37106,11,Female,Marketing,17/12/2023,2
9848,46,21526,50,Female,Finance,19/5/2021,4
9849,NA,35518,65,Male,Finance,29/12/2022,4
9850,22,27675,52,Male,Marketing,23/1/2021,2
9851,-,12590,81,Female,HR,12/8/2020,5
9852,63,31162,36,Male,HR,21/3/2023,2
9853,32,47340,0,Male,Operations,16/1/2024,3
9854,39,51224,86, ,IT,1/10/2020,4
9855,42,41815,0,Male, ,20/8/2022,3
9856,46,21025,,Female, ,7/3/2022,
9857,61,35609, ,Male,Finance,8/12/2020,1
9858,41,,81,Female,Marketing,9/8/2021,1
9859,58,21818,0,Female,IT,12/1/2021,1
9860,56,29732,9,Male,*,18/1/2024,4
9861,32,11342,30,Female,Operations,20/10/2020,1
9862,36,11984,72,Female,Finance,9/6/2022,4
9863,23,40254,42,Female,-,3/6/2022,3
9864,54,25153,NA,Female,Operations,7/5/2021,1
9865,34,40765,70,Male,IT,28/3/2021,3
9866,38,42310,51,Male,Finance,15/10/2024,3
9867,62,43968,20,Male,Operations,30/10/2022,5
9868,45,3458,64,Male,Marketing,22/11/2021,5
9869,53,47455,72,Male,Marketing,10/5/2021,1
9870,26,9358,0,Male,HR,7/8/2022,1
9871,43,0, ,Male,Marketing,4/5/2022,3
9872,50,60059,8,NA,Marketing,7/11/2023,*
9873,53,22468,54,Male,Marketing,14/9/2023,5
9874,29,29720,80,Male,IT,31/7/2020,1
9875,28,50940,71,Male,Sales,20/6/2021,1
9876, ,25567,7,Female,Finance,21/6/2022,4
9877,36,44683,70,Male,IT,8/10/2023,1
9878,32,31938,73,Female,Sales,7/3/2023,5
9879,58,40904,65,Female,Finance,3/6/2020,1
9880,29,51780,22,Male,,30/1/2024,5
9881,29,39377,77,Female,Sales,30/9/2020,3
9882,33,34433,58,Female,HR,26/5/2021,2
9883,44,33367,62,Male,Finance,30/3/2023,1
9884, , ,99,Male,HR,16/1/2023,1
9885,55,43154,33,Male,HR,7/10/2023,1
9886,43,33256,42,Male,IT,14/9/2020,3
9887,34,30504,40,Male,Sales,2/8/2024,1
9888,43,,88,Female,Sales,22/10/2022,
9889,39,47906,45,Male,HR,26/10/2020,4
9890,26,46721,19,Female,IT,10/6/2022,2
9891,54,26887,1,Female,-,22/11/2023,1
9892,52,23477,-,Female,HR,8/1/2022,4
9893,35,23196,61,Male,Finance,23/2/2022,2
9894,37,46803,58,Female,HR,13/7/2021,1
9895,-,31470,73, ,Finance,3/5/2020,1
9896,32,36092,68,Female,HR,7/7/2024,2
9897,22,19329,4,Male,IT,8/12/2021,3
9898,63,28843,,Male,HR,3/12/2023,5
9899,52,19907,19,Female,Operations,21/8/2021,*
9900,51,23946,60,Female,Operations,6/10/2020,2
9901,18,13499,96,Male,Marketing,20/10/2020,2
9902,57,40384,*,Female,-,4/1/2022,2
9903,47,42339,56,Female,Operations,31/5/2024,4
9904,55,17370,8,Male,HR,16/6/2024,2
9905,41,36519,68,Female,Finance,9/9/2020,1
9906,45,28606,52,Female,Operations,26/9/2020,5
9907,20,46231,27,Male,Operations,7/9/2022,1
9908,26,49870, ,Female, ,18/1/2020,2
9909,47,31319,17,Male,Operations,2/2/2023,5
9910,40,158646,72,Male,IT,13/4/2021,1
9911,21,31955,45,Female,Finance,15/1/2020,1
9912,41,40288, ,Female,IT,1/9/2021,1
9913,36,25456,75,Female,Marketing,9/1/2021, 
9914,,28549,52,Male,Operations,21/11/2024,NA
9915,62,11905,65,Female,Finance,19/10/2023,5
9916,18,31422,22,Male,IT,21/7/2023,4
9917,46,43863,26,Male,Operations,13/4/2022,4
9918,42,29932,14,Female,IT,28/4/2024,4
9919,61,61575, ,Male,IT,3/11/2024,2
9920,64,46434,79,Male,-,21/5/2024,4
9921,52,33503,5,,Finance,9/4/2023,3
9922,60,38286,24,Male,Operations,29/11/2022,5
9923,32,52625,NA,,Operations,18/7/2023,4
9924,*,33838,27,Female,HR,25/9/2023,5
9925,22,35184,20,Male,Operations,11/5/2020,1
9926,41,45316,61,Male,HR,22/2/2024,-
9927,35,15529,63,*,Finance,26/8/2024,1
9928,31,40342,6,Female,HR,20/5/2024,4
9929,23,NA,26,Female,-,16/4/2023,1
9930,-,63886,65,Male,HR,12/1/2020,5
9931,35,36746,39,Male,IT,23/6/2020,2
9932,45,52752,53,Female,IT,30/8/2024, 
9933,50,15912,73,Male,IT,27/3/2021,1
9934,-,39420,30,Female,IT,4/2/2022,3
9935,NA,35779,67,Female,Operations,27/10/2020,-
9936,56,46877,18,Female,HR,2/6/2022,2
9937,50,39502,0,Female,IT,3/12/2020,3
9938,46,NA,7,Male,Finance,21/4/2021,4
9939,41,28665,31, ,HR,23/2/2023,3
9940,49,6556,79,Male,Operations,15/5/2021,NA
9941,37,28561,14,Female,IT,6/1/2021,3
9942,30,33263,22,Female,HR,9/3/2020,4
9943,24,7433,88,Male,IT,19/8/2021, 
9944,34,40212,59,Male,Sales,28/3/2022,3
9945,45,26650,75,NA,IT,5/6/2021,*
9946,62,42074,84,Male,HR,17/11/2022,2
9947,21,7496,72,Female,Operations,13/6/2021,5
9948,54,35105,78,Female, ,16/5/2024,3
9949,,34504,70,Female,IT,8/3/2020,3
9950,60,28360,96,Male,HR,19/2/2020,4
9951,18,49432,70,Female,IT,7/5/2021,2
9952,38,27755,18,Male,Operations,26/6/2021,4
9953,46, , ,Female,Finance,22/8/2021,4
9954,51,43701,0,Male,IT,24/3/2022,4
9955,43,37906,42,Female,Finance,18/8/2021,5
9956,53,41806,33,Male,Sales,27/12/2022,5
9957,62,49493,64,Male,Finance,12/6/2023,3
9958,46,34743,80,Female,Finance,14/9/2024,3
9959,36,22011,11,Female,IT,15/6/2021,4
9960,46,36928,26,Female,Finance,5/7/2021,5
9961,36,19436,60,Male,Finance,19/9/2024,2
9962,27,33568,59,Female,HR,15/12/2022,2
9963,46,24486,40,Male,HR,18/7/2022,1
9964,63,,78,*,NA,14/1/2021,5
9965,56,3723,91,Male,HR,13/11/2024,5
9966,27,68205,35,*,HR,2/9/2021,2
9967,NA,16443,87,NA,Sales,24/6/2022,5
9968,26,14695, ,Female,HR,26/5/2022,3
9969,23,24280,12,Female,Marketing,15/1/2021,2
9970,29,45178,31,*,Finance,26/2/2021,NA
9971,36,21062,18,Female,Finance,3/5/2022,4
9972,55,43447,56,Male,NA,20/11/2021,3
9973,47,39858,46,Male,HR,25/3/2021,4
9974,29,27348,71,Female,IT,6/3/2023,4
9975,42,29394,8,Male,IT,16/10/2020,4
9976,52,32911,100,Male,HR,9/5/2022,5
9977,33,41929,37,Male,Sales,2/10/2024,3
9978,51,34824,69,Female,HR,14/12/2022,5
9979,40,32516,82,Female,IT,29/1/2024,NA
9980,18,37542,68,Male,Finance,30/11/2023,3
9981,46,0,17,Male,HR,22/1/2022,5
9982,48,31820,-,Female,Marketing,1/1/2020,1
9983,35,28924,29,Male,HR,11/2/2022,1
9984,31,17480,69,*,HR,4/2/2024,1
9985,18,31483,0,Female,Marketing,23/3/2021,1
9986,64,22305,88,Female,IT,6/5/2021,1
9987,,39919,72,Female,IT,24/7/2024,3
9988,24,24576,29,Female,Sales,16/4/2020,5
9989,30,19105,93,Male,IT,17/12/2020,2
9990,33,40260,71,NA,Operations,16/8/2022,1
9991,28,43421,32,Male,Marketing,18/9/2020,2
9992,37,0,26,-,IT,9/6/2023,5
9993,47,27794,0,Female,HR,20/7/2023,4
9994,56,37521,97,Male,Operations,9/9/2023,2
9995,58,65982,97,Female,IT,2/12/2022,4
9996,*,11164,87,NA,Finance,20/1/2021,1
9997,59,40733,15,Female,Operations,19/3/2022,3
9998,51,35145,11,Male,IT,23/1/2023,5
9999,46,46341,6,Female,IT,12/9/2023,1
10000,24,41184,,Male,Operations,14/8/2021,3
10001,32,33861,75,Male,HR,2/10/2022,1
10002,20,44182,15,Female,Operations,24/8/2021,3
10003,23, ,92,*,IT,14/1/2021,5
10004,30,31514,48,Female,IT,8/5/2023,5
10005,38,11703,59,Male,Marketing,23/10/2022,2
10006,44,41486,82,Female,HR,24/6/2023,NA
10007,29,27885,97,Female,NA,19/5/2022,4
10008,31,39191,89,Female,Finance,21/6/2023,1
10009,55,27959,27,Female,Operations,16/1/2024, 
10010,42,21621, ,Male,Sales,5/11/2024,5
10011,35,49105,77,Male,Operations,5/10/2024,1
10012,42,47916,83,Female,Finance,11/5/2021,4
10013,23,63151,51,Female,-,14/2/2024,2
10014,19,39383,41,Male,IT,27/11/2023,2
10015,36,26133,-,Female,Sales,14/6/2020,2
10016,43,25484,6,Female,HR,23/4/2024,1
10017,53,NA,65,Female,Finance,13/8/2022,1
10018,30,,13,Male,Finance,13/1/2023,-
10019,41,21355,3,Female,Finance,15/11/2021,2
10020,-,43618,36,Female,Sales,4/10/2022,1
10021,51,45201,13,Female,Sales,6/5/2024,5
10022,22,15869,9,Female,NA,24/3/2022,5
10023,40,33969,57,Male,Finance,22/10/2022,4
10024,38,46269,-,Female,Marketing,30/6/2023,4
10025,,NA,98, ,Sales,10/10/2021,2
10026,56,46979,45,Female,HR,12/12/2022,4
10027,53,0,,Male,IT,28/8/2021,4
10028,36,35213,25,*,Sales,6/7/2020,1
10029,57,NA,79,Female,Sales,21/10/2021,5
10030,49,28320,76,Female,IT,26/3/2020,4
10031,49,39602,-,NA,Operations,6/3/2021, 
10032,38,40318,60,Female,Operations,17/1/2024,2
10033,19,41311,0,Female,Sales,11/5/2021,3
10034,,44366,89,Female,*,21/10/2024,3
10035,62,35504,29, ,Marketing,21/6/2021,1
10036,36,*,2,Female,Finance,11/2/2020,5
10037,42,-,68,-,*,11/8/2020,1
10038,41,17918,29,Male,Sales,28/6/2024,3
10039,54,38471,90,,Operations,30/10/2024, 
10040,45,38832,5,Female,IT,2/10/2021,1
10041,60,39523,13,Female,HR,7/12/2023,2
10042,35,47866,4,Male,Sales,6/5/2020,1
10043,35,52774,44,Female,HR,3/12/2023,5
10044,61,33319,33,Male,NA,13/4/2023,4
10045,61,0,85,Male,*,6/10/2020,2
10046,38,46397,51,Female,HR,13/6/2023,4
10047,20,48342,74,Female,IT,28/6/2020, 
10048,33,5721,0,Female,Marketing,3/12/2023,3
10049,31,33762,92,Male,IT,1/12/2023,2
10050,38,41445,94,Male,Operations,7/10/2023,1
10051,55,15877,53,Female,Marketing,10/11/2023,4
10052,,17046,41,Male,Marketing,1/12/2021,2
10053,44,36287,100,Female,IT,6/4/2023,3
10054,NA,*,59,Female,-,14/4/2023,3
10055,23,47368,41,Male,HR,16/4/2022,1
10056,41,26378,72,Male,Sales,25/4/2022,NA
10057,50,37829,9,Female,Sales,21/1/2022,3
10058,19,28809,24,Male,Finance,24/1/2021,1
10059,43,16270,63,Female,Finance,15/11/2020,2
10060,62,38512,40,Female,Marketing,16/11/2022,4
10061,44,40857,61,Male,Sales,24/4/2022,5
10062,-,36874,75,Male,Marketing,8/11/2022,1
10063,27,35058,78,Male,HR,23/5/2020,5
10064,62,57780,77,Male,HR,8/7/2021,3
10065,48,46671,39,,Sales,13/6/2020,2
10066,48,40944,-,Male,IT,21/6/2021,3
10067,25,-,34,Female,Marketing,9/2/2021,1
10068,39,26760,69,Female,Sales,24/4/2020,1
10069,55,51182,36,Male,*,7/6/2024,4
10070,59,,38,Male,Sales,27/6/2024,2
10071,28,47748, ,Male,Operations,26/10/2023,5
10072,,42770,17,*,Finance,21/6/2021, 
10073,44,27729,22,Female,IT,1/8/2020,3
10074,57,47422,14,Female,Operations,22/6/2020,1
10075,50,41324, ,Male,Operations,3/7/2024,1
10076,31,33850, ,Male,Marketing,3/12/2021,1
10077,31,23514,40,Male,Operations,6/1/2020,2
10078,37,NA,63,Female,Sales,19/4/2021,5
10079,29,12934,25,Male,Marketing,21/1/2021,5
10080,22,30277,74,Female,Sales,8/4/2021,3
10081,64,,18,Male,Finance,1/4/2020,4
10082,59,45308,97,Female,Marketing,15/1/2024,2
10083,55,42296,11,Female,Sales,20/5/2020,2
10084,62,0,69,Male,HR,23/2/2023,4
10085,49,40286,41,-,Marketing,25/3/2021,4
10086,23,40366,42,Female,Marketing,29/1/2022,5
10087,51,28823,9,Female,Operations,22/7/2022,2
10088,64,48688,42,Male,HR,27/7/2020,4
10089,24,NA,46,Male,Finance,29/10/2021,2
10090,20,47143,39, ,HR,28/7/2021,*
10091,30,40311,79,Female,Finance,15/8/2022,2
10092,19,21117,1,Male,IT,29/1/2020,4
10093, ,35341,19,Female,Sales,28/2/2024,2
10094,30,43540,50,Female,Operations,31/8/2023,*
10095,25,27949,38,Male,-,8/12/2020,2
10096,33,35099,68,Female,Operations,19/6/2022,5
10097,61,22709,66,Male,Operations,22/5/2021,3
10098,20,32725,56,Female,HR,30/8/2020,1
10099,36,13286, , ,-,13/9/2023,2
10100,44, ,9,NA,Finance,30/12/2023,1
10101,58,28060,69,Female,Sales,19/4/2020,2
10102,*,30041,87,Male,HR,24/10/2021,4
10103,25,49790,-,Female,-,28/7/2023,1
10104,62, ,40,Male,HR,25/12/2022,1
10105,*,12568,81,Male,Marketing,18/2/2022,5
10106,38,45191,5,Female,-,30/5/2023,
10107,30,26551,0,Male,Marketing,12/1/2023,3
10108,28,0,16,Female,Sales,2/8/2024,-
10109,19,42134,41,Female,-,21/8/2023,3
10110,31,54753,69,Female,IT,30/11/2022,1
10111,42,23330,87,Female,Marketing,15/10/2020,1
10112,57,-,31,Male,IT,1/6/2020,2
10113,23,27573,41,Male,Marketing,28/2/2021,2
10114,43,40835,6,Male,Finance,6/11/2023,3
10115,38,0,NA,Male,NA,19/2/2023,4
10116,29,32114,NA,Female,Marketing,14/8/2023,3
10117,23,,92,Female,Sales,31/5/2024,4
10118,49,29394,62,Female,Marketing,9/7/2021,2
10119,44,44898,24,Male,Marketing,15/10/2020,1
10120,48,15130,44,Female,IT,1/6/2024,5
10121,47,0,65,Female,IT,23/2/2020,3
10122,48,7521,75,Female,Finance,15/2/2024,5
10123,30,NA,78,Female,Sales,8/1/2024,1
10124,45,36001,48,Male,HR,1/4/2020,3
10125,NA,40144,97,Male,Marketing,25/7/2024,3
10126,50,66312,59,Female,Sales,1/9/2023,2
10127,30,34072,32,Male,IT,24/11/2021,*
10128,24,25667,NA,Male,IT,8/5/2024,2
10129,18,21901,34,Male,IT,30/3/2024,3
10130,42,34487,13,Male,HR,24/4/2021,1
10131,61,33910,87,Female,Sales,22/9/2023,
10132,51,,15,Female,Operations,27/2/2022,2
10133,26,22087,65,,HR,8/1/2021,*
10134,52,36992,69,Male,Sales,14/4/2022,1
10135,29,34038,4,Female,Finance,12/8/2021,2
10136,38,37855,67,Male,IT,24/4/2024,1
10137,56,40128,0,Male,IT,15/9/2023,1
10138,NA,29570,55,NA,Finance,2/5/2020,2
10139,62,36664,55,Male,IT,20/1/2021,3
10140,30,24150,8,Female,-,29/8/2020,NA
10141,19,53266,68,Female,Finance,24/12/2022,2
10142,52,27135,84,Female,Sales,5/6/2020,4
10143,18,42299,58,Male,Operations,1/5/2022,2
10144,19,-,96,Female,Finance,3/9/2024,5
10145,34,13820,38,Male,Finance,1/7/2020,3
10146,57,32769,86,Female,NA,12/6/2021,1
10147,35,34991,64,Female,Finance,28/6/2021,4
10148,51,40091,81,Female,NA,21/11/2020,5
10149,41,42764,77,Female,-,17/7/2022,1
10150,NA,48672,12,Male,Operations,4/6/2021,3
10151,-,32073,99,Female,Finance,15/9/2023,1
10152,45,38724,38,Female,IT,13/7/2022,4
10153,18,54332,0,Male,Operations,13/2/2024,4
10154,31,35161,60,Female,Finance,12/1/2022,4
10155,47,38845,-,NA,*,27/7/2023,3
10156,59,55055,,Male,Finance,8/10/2021,1
10157,50,32825,77,Female,Finance,22/4/2024,5
10158,25,34557,36,Male,HR,29/8/2022,3
10159,18, ,92,Male,Operations,7/5/2020,2
10160,21,29308,26,Female,Operations,10/11/2023,2
10161,42,44284,8,Male,Marketing,16/12/2021,3
10162,61,46269,0,Female,Finance,11/1/2023,1
10163,25,44447,65,Male,NA,12/11/2024,4
10164,29,49660,6,Male,Sales,10/1/2022,4
10165,57,22423,6,Female,HR,11/12/2022,3
10166,28,NA,84,Female,Operations,18/12/2023,1
10167,46,*,7,Male,Sales,3/12/2022,
10168,*,56999,-,Male,Operations,18/2/2020,3
10169,61,39189,,-,HR,29/7/2021,5
10170,28,24972,80,Male,Finance,14/6/2020,1
10171,48,47600,13,Female,HR,12/12/2021,5
10172,50,55945,54,Male,IT,17/2/2020,
10173,50,23746,,Male,Finance,22/12/2023,1
10174,-,22738,68,Female,HR,16/7/2024,2
10175,-,19659,31,Female,Operations,17/3/2020, 
10176,24,22554,50,Male,Marketing,12/12/2020,NA
10177,, ,1,,,8/10/2023, 
10178,48,24120,39,*,IT,19/9/2021,2
10179,27,0,75,Female,Marketing,24/4/2023,4
10180,31,55484,7,Female,IT,10/5/2024,3
10181,53,43386,52,Female,Operations,26/12/2023,5
10182,46,39722,40,Male,Sales,19/4/2024,4
10183,42,43071,88,Female,IT,12/7/2024,2
10184,36,NA,61,Female,Sales,14/9/2023,4
10185,34,,44,Female,Finance,9/11/2022,
10186,20,36746,10,Male,Sales,9/2/2024,1
10187,46,40645,61,Female,IT,11/11/2020,1
10188,53,44748,95,Female,HR,11/6/2021,2
10189,22,34635,2,Male,Marketing,3/12/2020,5
10190,29,15836,69,Female,Operations,24/9/2023,
10191,36,41645,76,Female,Operations,2/7/2023,5
10192,50, ,88,Female,Sales,20/8/2022,1
10193,53,24366,18,Male,Finance,29/4/2021,1
10194,60,36449,39,Female,Sales,29/5/2024,5
10195,48,35000,35,-,Operations,23/11/2024,5
10196,45,0,1,Female,Operations,20/12/2021,3
10197,*,42505,13,*,Sales,1/6/2022,4
10198,21,*,66,Male,IT,16/11/2024,5
10199,43,21972,3,Female,Sales,1/4/2021,2
10200,62,50017,17,Female,Marketing,24/12/2023,2
10201,41,33760,69,Female,IT,29/10/2020,2
10202,23,16436,81,Female,Finance,5/12/2020,1
10203,24,45513,38,Male,Finance,6/7/2021, 
10204,60,6255,46,,Finance,29/3/2023,4
10205,25,27829,94,Male,Finance,27/2/2022,1
10206,55,28686,-,Male,Operations,22/4/2023,3
10207,24,54959,73,Female,Sales,2/10/2020,4
10208,55,36228,NA,,Marketing,24/8/2022,2
10209,47,20201,46,Male,HR,10/10/2023,3
10210,49,48908,87,Female,Operations,19/2/2022,3
10211,40,8661,33,Male,HR,22/11/2023,3
10212,47,40029,81,Female,Finance,1/3/2023,4
10213,42,43228,38,Male,Marketing,26/9/2024,1
10214,38,0,26,Female,Operations,18/4/2020,1
10215,52,32629,19,Female,Operations,19/2/2022,2
10216,62,30513,30,Male,Marketing,29/3/2023,5
10217,62,36751,61,Male,IT,18/3/2023,4
10218,44,43564,*,Male,Sales,16/3/2022,5
10219,45,,9,Female,-,2/3/2023,1
10220,45,43453,38,Female,Operations,21/8/2022,3
10221,20,18515,54,Male,Marketing,1/3/2024,5
10222,23,30055,0,Male,HR,24/5/2022,1
10223,32,43766,75,Female,Operations,4/9/2024,5
10224,61,36647,7,Female,Operations,18/7/2021,2
10225,41,46495,54,Female,HR,24/8/2023,1
10226,,0,61,Male,Operations,28/2/2020,3
10227,50,22304,10,Female,Marketing,30/12/2020,*
10228, ,44532,63,Female,Finance,13/11/2023,5
10229,18,22448,78,Female,,28/1/2021,
10230,*,9158,18,Female,Operations,18/10/2020,3
10231,45,33321,93,Male,Marketing,10/10/2023,2
10232,52,34610,28,*,IT,5/10/2024,4
10233,46,51779,43,Male, ,4/8/2024,4
10234,47,*,68,Male,IT,22/3/2021,3
10235,41,25620,10,Male,NA,17/6/2021,1
10236,30,26425,6,Male,Operations,5/1/2021,1
10237,31,42567,74,Female,HR,28/5/2023,1
10238,34,39004,70,Male,Sales,10/5/2023,3
10239,34,30711, ,*,HR,16/11/2020,3
10240,51,39971,96,Male,Operations,22/8/2023,5
10241,36,35899,52,Female,HR,23/5/2022,5
10242,52,27311,12,Male,NA,21/3/2023,
10243,58,42820,8,Male, ,23/11/2021,*
10244,58,18338,70,Male,HR,24/6/2021,5
10245,59,0,15,Female,HR,14/5/2024,4
10246,26,*,20,Male,HR,7/7/2023,4
10247,*,15687,,Female,Operations,14/6/2024,5
10248,*,30735,44,Male,Sales,7/8/2022,5
10249,55,34595,63,Female,Sales,21/12/2023,4
10250,54,47374,96,Male,Operations,9/4/2023,3
10251,41,-,7,Female,Marketing,12/6/2020,3
10252,59,42231,51,*,Finance,5/10/2020,4
10253,54,19444,88,Male,IT,21/9/2024,4
10254,26,43414,98,Male,*,27/11/2020,2
10255,27,22446,58,Male,Sales,13/4/2020,4
10256,51,33068,86,NA,HR,10/1/2022,4
10257,19,,62,Female,Finance,18/4/2023, 
10258,34,34787,12,Male,Marketing,1/12/2020,1
10259,60,40876,86,Female,Operations,28/10/2023,3
10260,29,35279,*,Female,Sales,21/12/2023,4
10261,19,31211,47,Male,Finance,19/3/2024,1
10262,27,*,79,Male,,4/4/2023,
10263,25,18491,NA,Male,Finance,11/7/2024,4
10264,35,26627,76,Male,Marketing,6/10/2021,2
10265,35,48013,99,Female,Finance,19/9/2022,1
10266,56,37686,21,Male,Sales,30/11/2024,2
10267,56,42671,90,Female,Finance,29/9/2021,5
10268,28,34459,81,Male,Marketing,25/4/2024,5
10269,23,36293,69,*,Sales,11/5/2021,-
10270,39,30346,24,Female, ,28/3/2023,5
10271,48,18078,71,Female,IT,31/8/2022,1
10272,54,41319,26,Female,Finance,14/1/2020,3
10273,31,47313,17,,Sales,24/9/2023,2
10274,57,32833,*,Female,IT,3/2/2022,4
10275,28,28282,87,Female,Sales,21/5/2022,2
10276,41,*,67,Female,-,9/8/2021,3
10277,43,,26,Male,-,2/9/2023,1
10278,36,42624,92,Female,Finance,12/6/2021,4
10279,54,17561,16,Male,HR,28/3/2023,5
10280, ,30076,57,Male,Marketing,14/6/2021,3
10281,53,22938,,Female,IT,21/1/2022,-
10282,49,34862,67,Male,Marketing,17/6/2021,2
10283,38,50754,66,Male,Marketing,5/5/2023,1
10284,48,33027,60,Male,Sales,12/11/2022,4
10285, ,41140,43,Male,Finance,13/4/2022,4
10286,51,30319,100,Male,IT,22/3/2021,2
10287,60,40779,43,Male,HR,7/12/2020,4
10288,45,28879,13,Male,Finance,18/11/2021,1
10289,41,33393,*,Female,IT,9/11/2020,2
10290,34,32347,0,Male,Operations,25/6/2024,4
10291,34, ,79,Male,Sales,23/11/2020,1
10292,49,NA,75,Male,Sales,10/4/2024,3
10293,18,28152,92,Male,Marketing,7/10/2021,2
10294,19,45368,53,Male,Marketing,29/6/2021,4
10295,33,-,59,Female,Sales,15/7/2021,5
10296,57,22591,81,Male,Operations,10/4/2024,4
10297,44,31979,55,Female,*,21/1/2023,*
10298,22,40470,91,Female,IT,8/8/2020,4
10299,50,42168,-,Female,Operations,4/5/2022,2
10300, ,29437,94,Male,Finance,24/5/2021,1
10301,50,49076,-,Female,HR,23/9/2021,4
10302,35,40698,71,NA,*,9/12/2022,5
10303,34,36823,41,Male,IT,2/9/2022,1
10304,27,77350,64,Male,Finance,25/5/2023,3
10305,27,32318,31,Male,Operations,5/1/2020,3
10306,57,23412,99,Male,*,20/5/2023,
10307,29,39942,95,Female,Sales,30/8/2022,1
10308,38,15410,25,Male,Operations,1/6/2021,2
10309,37,38458,24,Male,Sales,24/4/2021,5
10310,62,50078,51,Male,IT,18/11/2024,3
10311,31,29592,*,Male,IT,26/11/2020,5
10312,46,35822,29,Female,HR,16/6/2021,3
10313,62,42619,97,Female,Finance,13/3/2023,*
10314,30,22488,48,Female,Marketing,23/8/2022,2
10315,40,15651, ,Male,HR,15/6/2020,4
10316,60,52046,84,Male,IT,13/9/2022,4
10317,61,50597,6,Male,Operations,10/9/2020,2
10318,52,29265,16,Male,IT,4/6/2024,4
10319,18,46395,41,Male,,30/7/2022,NA
10320,45,52801,NA,Female,Operations,20/9/2022,1
10321,21,20906,-,NA,HR,19/4/2023,1
10322,37,*,21,Female,Finance,13/4/2021,4
10323,57,25221,14,Female,Operations,22/3/2020,3
10324,44,41993,6,Male,IT,5/1/2023,-
10325,59,41761,29,Male,Operations,6/10/2023,NA
10326,28,11096,37,Female,Sales,31/1/2023,3
10327,48,31530,0,Male,IT,6/10/2022,3
10328,54,25777,13,Male,IT,29/2/2020,1
10329,44,*,9,Male,Operations,4/6/2024,1
10330,36,36576,39,Female,NA,3/8/2023,5
10331,57,29988,NA,Female,Operations,14/2/2020,5
10332,63,34961,,Male,Marketing,19/12/2021,1
10333,35,37407,94,Male,Sales,7/8/2021,
10334,53,40665,38,-,HR,15/2/2023,3
10335,,29014,76,Male,IT,11/2/2023,3
10336,49,38971,0,Female,Marketing,18/11/2021,1
10337,46,54391,84,Female,HR,1/2/2021,4
10338,23,,77,NA,IT,4/9/2022,
10339,48,30838,49,Female,,12/12/2020,4
10340,62,30236,37,Female,HR,30/6/2020,2
10341,50,-,34,Female,Finance,1/11/2023,5
10342,46,28052,26,Male,HR,14/9/2021,2
10343,31,46736,96,,IT,7/5/2023,5
10344,46,28482,*,Female,IT,9/8/2021,2
10345,37,59712,64,Male,NA,13/5/2024,4
10346,32,-,66,Female,HR,5/6/2020,5
10347,27,43423, ,Male,Operations,14/4/2020,3
10348,32,36770,19,Male,Finance,13/3/2020,2
10349,48,29807,87,Female,Marketing,28/8/2022,4
10350,19,54762,30,Male,Finance,1/10/2021,5
10351,23,25040,47,Male,Sales,6/1/2020,3
10352,54,31318,,Female,Marketing,9/7/2021,5
10353,61,25067,9,Female,Marketing,31/8/2020,1
10354,52,44068,90,Female,Marketing,9/5/2020,4
10355,44,50131,*,Female,Marketing,11/3/2022,5
10356,58,36041,0,Female,Finance,28/1/2023,4
10357,44,39237,19,Female,HR,22/5/2023,5
10358,43,NA,64,*,Sales,17/11/2024,NA
10359,49,*,48,Female,Marketing,5/1/2023,3
10360,41,-1478,18,Female,Marketing,25/3/2023,1
10361,63,26593, ,Male,IT,31/5/2024,3
10362,34,21510,91,Male,Sales,26/11/2021,5
10363,21,41551, ,Female,Sales,27/11/2020,-
10364,44,25662,80,Male,Finance,22/9/2023,3
10365,26,57894,8,Female,Marketing,25/9/2022,5
10366,25,33282,19,Female,Operations,27/2/2022,4
